epoch,accuracy,kl_loss,loss,lr,mae,mse,val_accuracy,val_kl_loss,val_loss,val_mae,val_mse
0,0.9085587859153748,17.49298095703125,0.09010788053274155,0.0006169518,0.06360509246587753,0.08884754031896591,0.9183037877082825,16.74627113342285,0.08275353163480759,0.06020379438996315,0.08154670894145966
1,0.921161949634552,16.80031394958496,0.0786542072892189,0.0006169518,0.05654900148510933,0.07744355499744415,0.9212761521339417,16.758604049682617,0.07825752347707748,0.05597487837076187,0.07705003023147583
2,0.9232388734817505,16.520584106445312,0.07578432559967041,0.0006169518,0.054341088980436325,0.07459395378828049,0.9240796566009521,16.958288192749023,0.07609903812408447,0.054446201771497726,0.07487692683935165
3,0.9243133664131165,16.34152603149414,0.0742599293589592,0.0006169518,0.05345992371439934,0.07308242470026016,0.9257091283798218,18.329975128173828,0.33230528235435486,0.05355626717209816,0.3309841454029083
4,0.9251105189323425,16.230424880981445,0.0732552781701088,0.0006169518,0.05293312668800354,0.07208579778671265,0.9250503182411194,3996.71923828125,36.88949966430664,0.053260233253240585,36.601524353027344
5,0.9257059097290039,16.159767150878906,0.07252561300992966,0.0006169518,0.05257818102836609,0.07136127352714539,0.9224993586540222,384503456.0,65386648.0,0.5186927914619446,65358944.0
6,0.9262005090713501,16.109668731689453,0.07194250822067261,0.0006169518,0.05228830873966217,0.07078176736831665,0.9261597990989685,159974785024.0,3646024192.0,3.374455213546753,3634496768.0
7,0.930222749710083,16.23114776611328,0.06929235905408859,0.00012339036,0.050584934651851654,0.0681227445602417,0.9270920753479004,177.34432983398438,85.87238311767578,0.05160634219646454,85.85921478271484
8,0.9303301572799683,16.278236389160156,0.06888581812381744,0.00012339036,0.0504918098449707,0.06771281361579895,0.9273894429206848,647.4194946289062,145.64976501464844,0.051683612167835236,145.602783203125
9,0.930483341217041,16.297422409057617,0.06862210482358932,0.00012339036,0.0504288412630558,0.06744788587093353,0.9275065064430237,219.96282958984375,58.00910568237305,0.05140979588031769,57.993309020996094
10,0.9305700659751892,16.307565689086914,0.06840267032384872,0.00012339036,0.05037252604961395,0.0672275722026825,0.9276920557022095,23.55165672302246,0.13574275374412537,0.05099698528647423,0.13404548168182373
11,0.9306687712669373,16.316043853759766,0.06821686029434204,0.00012339036,0.05032236501574516,0.06704122573137283,0.9276823997497559,18.290973663330078,0.07373755425214767,0.050992123782634735,0.07241947948932648
12,0.9307436347007751,16.32472801208496,0.06804293394088745,0.00012339036,0.05027881637215614,0.06686662137508392,0.9281817674636841,16.503236770629883,0.07084932923316956,0.05094152316451073,0.06966020166873932
13,0.9308387637138367,16.322965621948242,0.06788652390241623,0.00012339036,0.05023926496505737,0.06671033799648285,0.928016722202301,16.337007522583008,0.09435226023197174,0.050934869796037674,0.09317481517791748
14,0.9314751029014587,16.3519344329834,0.06712674349546432,2.4678073e-05,0.04991419240832329,0.06594838947057724,0.928650975227356,16.412004470825195,0.07302471995353699,0.05042364448308945,0.07184205949306488
15,0.9314531683921814,16.38156509399414,0.06701701134443283,2.4678073e-05,0.04988003522157669,0.06583641469478607,0.9286905527114868,16.414295196533203,0.06907740980386734,0.0504164882004261,0.06789479404687881
