epoch,accuracy,kl_loss,loss,lr,mae,mse,val_accuracy,val_kl_loss,val_loss,val_mae,val_mse
0,0.908470630645752,27.420272827148438,0.08963277190923691,0.00044162534,0.06663040071725845,0.08819349855184555,0.9203681349754333,26.8294620513916,0.08161674439907074,0.06329384446144104,0.08020861446857452
1,0.920242965221405,25.814605712890625,0.07746311277151108,0.00044162534,0.060550011694431305,0.0761079266667366,0.9190406203269958,25.468008041381836,0.07551036775112152,0.05961029231548309,0.07417371869087219
2,0.9226953983306885,25.023283004760742,0.0736621767282486,0.00044162534,0.05708378553390503,0.07234877347946167,0.9247018694877625,24.886335372924805,0.07368501275777817,0.05632099136710167,0.07237888872623444
3,0.9240339994430542,24.57767677307129,0.07164834439754486,0.00044162534,0.054890818893909454,0.07035807520151138,0.9225244522094727,24.776338577270508,0.0732852891087532,0.05558394268155098,0.07198487222194672
4,0.9250462651252747,24.31070899963379,0.07039234042167664,0.00044162534,0.053972385823726654,0.06911641359329224,0.9261051416397095,24.384111404418945,0.07190728187561035,0.053997788578271866,0.07062744349241257
5,0.9257832765579224,24.05159568786621,0.06949552893638611,0.00044162534,0.053357306867837906,0.0682329460978508,0.9260173439979553,23.929040908813477,0.07096755504608154,0.05338383466005325,0.06971145421266556
6,0.9264726042747498,23.79460906982422,0.06876575201749802,0.00044162534,0.05286181718111038,0.06751679629087448,0.9272428750991821,23.77610206604004,0.06988555192947388,0.05266212671995163,0.06863756477832794
7,0.9308469891548157,23.889568328857422,0.06564853340387344,8.832506e-05,0.05010044202208519,0.06439461559057236,0.9283553957939148,23.83710479736328,0.06785517185926437,0.05079486966133118,0.06660381704568863
8,0.9311233162879944,23.915510177612305,0.0651806965470314,8.832506e-05,0.04992720112204552,0.0639253482222557,0.9283674359321594,23.836057662963867,0.06769395619630814,0.05065062269568443,0.06644289940595627
9,0.9312872290611267,23.916759490966797,0.06487298011779785,8.832506e-05,0.0497884675860405,0.06361762434244156,0.9285876154899597,23.890111923217773,0.06747003644704819,0.05051925778388977,0.0662161111831665
10,0.931338369846344,23.91632652282715,0.06462126225233078,8.832506e-05,0.04968035966157913,0.06336598098278046,0.9287049174308777,23.95742416381836,0.06724031269550323,0.05037900060415268,0.06598285585641861
11,0.9313701391220093,23.924718856811523,0.06440379470586777,8.832506e-05,0.04958951100707054,0.06314790993928909,0.9287700057029724,23.963626861572266,0.06697588413953781,0.05026727169752121,0.06571812182664871
12,0.9314086437225342,23.919265747070312,0.06421113014221191,8.832506e-05,0.04950554668903351,0.06295549124479294,0.9288126826286316,24.018526077270508,0.06676627695560455,0.05016936734318733,0.06550560146570206
13,0.9314097762107849,23.92414665222168,0.06403715908527374,8.832506e-05,0.04942440614104271,0.06278125196695328,0.9288185238838196,24.01701545715332,0.0665234625339508,0.050094809383153915,0.06526276469230652
14,0.9323387742042542,24.020246505737305,0.06313826888799667,1.7665014e-05,0.04881970211863518,0.0618775337934494,0.9299914240837097,24.024354934692383,0.06488779932260513,0.04936115816235542,0.06362676620483398
15,0.9323834180831909,24.07956886291504,0.06301993876695633,1.7665014e-05,0.048772383481264114,0.06175610423088074,0.9300188422203064,24.05448341369629,0.06478429585695267,0.04933466017246246,0.06352179497480392
16,0.932406485080719,24.092777252197266,0.06294059008359909,1.7665014e-05,0.04874945804476738,0.06167598068714142,0.9300844073295593,24.08404541015625,0.06470270454883575,0.04930882528424263,0.06343861669301987
17,0.9324606657028198,24.11612892150879,0.06287169456481934,1.7665014e-05,0.048725176602602005,0.06160583347082138,0.9301232695579529,24.100969314575195,0.0646262913942337,0.049280114471912384,0.06336133927106857
18,0.9324505925178528,24.140195846557617,0.0628088042140007,1.7665014e-05,0.048701681196689606,0.06154178828001022,0.9301589131355286,24.12932777404785,0.06456101685762405,0.04926558583974838,0.06329447776079178
19,0.9324691891670227,24.154090881347656,0.0627477839589119,1.7665014e-05,0.04867953434586525,0.06147990748286247,0.9301820993423462,24.115022659301758,0.064499631524086,0.04924408346414566,0.06323382258415222
20,0.9324899911880493,24.168027877807617,0.06269063800573349,1.7665014e-05,0.04865708947181702,0.061422254890203476,0.930198073387146,24.148727416992188,0.0644439235329628,0.04922032728791237,0.06317658722400665
21,0.9324288964271545,24.20497703552246,0.06250247359275818,3.5330027e-06,0.04858415573835373,0.06123201176524162,0.9308189749717712,24.185876846313477,0.06434997171163559,0.049056340008974075,0.06308051943778992
22,0.9325247406959534,24.214614868164062,0.062467608600854874,3.5330027e-06,0.048556625843048096,0.06119668483734131,0.930832028388977,24.174169540405273,0.06432915478944778,0.04904976859688759,0.06306027621030807
23,0.9325152635574341,24.210708618164062,0.06244887039065361,3.5330027e-06,0.04855179786682129,0.06117793172597885,0.930819034576416,24.19161033630371,0.06431419402360916,0.04904206097126007,0.06304445117712021
24,0.93250572681427,24.22321128845215,0.06243341788649559,3.5330027e-06,0.0485457144677639,0.061161935329437256,0.9308062791824341,24.199331283569336,0.06429824233055115,0.04903547465801239,0.06302809715270996
25,0.9325228929519653,24.228952407836914,0.06241842359304428,3.5330027e-06,0.048540834337472916,0.0611468143761158,0.9308408498764038,24.20334243774414,0.0642857775092125,0.04903440177440643,0.0630154088139534
26,0.9325271248817444,24.239778518676758,0.06240418180823326,3.5330027e-06,0.04853607341647148,0.061131689697504044,0.9308232665061951,24.212207794189453,0.0642741322517395,0.049029093235731125,0.0630032941699028
27,0.9325392842292786,24.244977951049805,0.06238997355103493,3.5330027e-06,0.04853080213069916,0.06111742928624153,0.9308472871780396,24.223888397216797,0.06426166743040085,0.04902470484375954,0.06299024820327759
