epoch,accuracy,kl_loss,loss,lr,mae,mse,val_accuracy,val_kl_loss,val_loss,val_mae,val_mse
0,0.9135926961898804,24.603286743164062,0.0835280567407608,0.0010127432,0.06242714822292328,0.0818537250161171,0.9169338345527649,22.06850242614746,0.07717756181955338,0.05777610465884209,0.07567600160837173
1,0.9217630624771118,21.576353073120117,0.07419326901435852,0.0010127432,0.056293874979019165,0.07272518426179886,0.9217197895050049,inf,inf,48029077504.0,inf
2,0.9240829348564148,20.5438232421875,0.07175606489181519,0.0010127432,0.054616544395685196,0.07035801559686661,0.9227869510650635,20.31633949279785,0.07256989181041718,0.054853927344083786,0.07118741422891617
3,0.9258530139923096,20.116436004638672,0.07043641060590744,0.0010127432,0.05355498194694519,0.06906720995903015,0.9248002767562866,2.460644350799905e+18,1914893452181504.0,2697.97021484375,1747440461938688.0
4,0.9266642332077026,19.9622802734375,0.06944319605827332,0.0010127432,0.05291815847158432,0.06808468699455261,0.9262815117835999,inf,inf,3977201456250880.0,inf
5,0.9012473821640015,22.999990463256836,0.09731432795524597,0.0010127432,0.06402236223220825,0.09574875980615616,0.9161889553070068,21.834678649902344,0.07671088725328445,0.05682487413287163,0.07522501796483994
6,0.9210579991340637,20.976451873779297,0.07394217699766159,0.0010127432,0.05579100176692009,0.072514608502388,0.9171893000602722,20.572486877441406,0.0743408128619194,0.05585670843720436,0.07294108718633652
7,0.9281356334686279,21.183977127075195,0.06867483258247375,0.00020254865,0.05042057856917381,0.06723325699567795,0.9276173710823059,31.927410125732422,0.3246815502643585,0.050675105303525925,0.3225077986717224
8,0.9295272827148438,21.1185245513916,0.06739459186792374,0.00020254865,0.049913231283426285,0.06595748662948608,0.9282203912734985,inf,inf,6.07631571943424e+16,inf
9,0.9303093552589417,21.054264068603516,0.06660119444131851,0.00020254865,0.04953733831644058,0.06516864150762558,0.9281225204467773,inf,inf,4.320540134374826e+25,inf
10,0.9305340647697449,20.998231887817383,0.06601525098085403,0.00020254865,0.049265142530202866,0.06458626687526703,0.9283519983291626,inf,inf,80460633866240.0,inf
11,0.9307379722595215,20.994253158569336,0.06554698944091797,0.00020254865,0.04905102401971817,0.06411822140216827,0.9286211133003235,21.250988006591797,0.06740018725395203,0.04989685118198395,0.06595390290021896
12,0.9309972524642944,20.970623016357422,0.06515462696552277,0.00020254865,0.04888228699564934,0.06372769922018051,0.9291309714317322,21.358566284179688,0.06679942458868027,0.049802716821432114,0.06534602493047714
13,0.9312898516654968,20.967430114746094,0.06482497602701187,0.00020254865,0.048741862177848816,0.06339815258979797,0.9294074773788452,21.27170753479004,0.06650010496377945,0.049680303782224655,0.06505239754915237
14,0.9324670433998108,21.122425079345703,0.06345406174659729,4.050973e-05,0.04741588607430458,0.06201664358377457,0.930585503578186,21.17218780517578,0.06562922894954681,0.0479375496506691,0.06418824195861816
15,0.9326892495155334,21.17074203491211,0.06326676905155182,4.050973e-05,0.04734265059232712,0.06182590126991272,0.9305570125579834,21.160627365112305,0.06554120033979416,0.04790450260043144,0.06410127878189087
16,0.9327380657196045,21.19976043701172,0.06314515322446823,4.050973e-05,0.047297656536102295,0.06170234829187393,0.930639386177063,21.19671058654785,0.06542060524225235,0.04787536337971687,0.06397832185029984
17,0.9328121542930603,21.218114852905273,0.06303881853818893,4.050973e-05,0.04725920408964157,0.061594728380441666,0.9307746291160583,21.162832260131836,0.06533096730709076,0.047829557210206985,0.06389079242944717
18,0.932895302772522,21.242191314697266,0.06294185668230057,4.050973e-05,0.04722311347723007,0.06149621680378914,0.9307392835617065,21.229642868041992,0.06527278572320938,0.04779186472296715,0.06382796913385391
19,0.9329644441604614,21.258647918701172,0.06285040080547333,4.050973e-05,0.047188907861709595,0.06140357255935669,0.930958092212677,21.274137496948242,0.06517109274864197,0.04774848744273186,0.06372351199388504
20,0.9330304861068726,21.276941299438477,0.06276345998048782,4.050973e-05,0.04715728759765625,0.06131560727953911,0.9308701157569885,21.213621139526367,0.06515105068683624,0.0477457158267498,0.06370749324560165
21,0.9331173300743103,21.31134033203125,0.06246061250567436,8.101946e-06,0.04690548777580261,0.061010077595710754,0.9312308430671692,21.30133056640625,0.06450535356998444,0.04735759273171425,0.06305552273988724
22,0.9331063032150269,21.32516860961914,0.06241031736135483,8.101946e-06,0.0468694306910038,0.06095901504158974,0.9312837719917297,21.31100082397461,0.064523845911026,0.04733752831816673,0.0630735233426094
23,0.933116614818573,21.340682983398438,0.06238367035984993,8.101946e-06,0.04685783013701439,0.0609312579035759,0.9312407970428467,21.32179832458496,0.0644647404551506,0.04733309522271156,0.06301365047693253
24,0.9331438541412354,21.34904670715332,0.06235939636826515,8.101946e-06,0.04684799909591675,0.060906413942575455,0.9312805533409119,21.319490432739258,0.06444787234067917,0.047322630882263184,0.06299698352813721
25,0.933159351348877,21.354650497436523,0.062335990369319916,8.101946e-06,0.04683995619416237,0.06088291481137276,0.9312784075737,21.31981086730957,0.06444235146045685,0.04731682315468788,0.06299163401126862
26,0.9331790208816528,21.369029998779297,0.06231483072042465,8.101946e-06,0.04683193191885948,0.060860805213451385,0.9312834143638611,21.32015609741211,0.0644543394446373,0.04731248691678047,0.06300351023674011
27,0.933198094367981,21.36720848083496,0.062292203307151794,8.101946e-06,0.04682432487607002,0.06083788722753525,0.9313505291938782,21.320419311523438,0.064405657351017,0.04730797931551933,0.0629546269774437
28,0.9328808188438416,21.364160537719727,0.06227802485227585,1.6203892e-06,0.04682415351271629,0.0608241967856884,0.9315004348754883,21.351287841796875,0.0642184317111969,0.047240015119314194,0.06276537477970123
29,0.9329703450202942,21.368825912475586,0.06226099655032158,1.6203892e-06,0.04680930823087692,0.06080660969018936,0.9315292239189148,21.352256774902344,0.06420478224754333,0.04723856970667839,0.0627516657114029
30,0.9329894781112671,21.372364044189453,0.06225473806262016,1.6203892e-06,0.04680633917450905,0.06080019474029541,0.9315757751464844,21.357341766357422,0.06419333070516586,0.047232288867235184,0.06273981183767319
31,0.933025062084198,21.371170043945312,0.06224846839904785,1.6203892e-06,0.04680446907877922,0.060794148594141006,0.931553065776825,21.35293197631836,0.06420179456472397,0.04723440483212471,0.06274880468845367
32,0.9329978227615356,21.38077163696289,0.06224427372217178,1.6203892e-06,0.04680118337273598,0.060789234936237335,0.9315469264984131,21.35382080078125,0.06421222537755966,0.04723164066672325,0.06275922060012817
33,0.9330089092254639,21.37613868713379,0.062239158898591995,1.6203892e-06,0.04679973050951958,0.06078413128852844,0.9315442442893982,21.3450927734375,0.06424092501401901,0.047230929136276245,0.06278835982084274
34,0.933014988899231,21.380565643310547,0.06223431974649429,1.6203892e-06,0.04679818078875542,0.060779277235269547,0.9315485954284668,21.357723236083984,0.06418922543525696,0.047226592898368835,0.06273582577705383
35,0.9327088594436646,21.3749942779541,0.06228318065404892,3.2407783e-07,0.046851836144924164,0.060828644782304764,0.931416392326355,21.36159324645996,0.0641295313835144,0.047168511897325516,0.06267600506544113
36,0.9326431155204773,21.37809944152832,0.06227625533938408,3.2407783e-07,0.04684290289878845,0.060821305960416794,0.9314237236976624,21.365280151367188,0.06412354111671448,0.04716791585087776,0.06266970932483673
37,0.9326578974723816,21.381893157958984,0.062274541705846786,3.2407783e-07,0.0468418262898922,0.060819122940301895,0.931444525718689,21.36704444885254,0.06412933766841888,0.04716602340340614,0.06267517060041428
38,0.9326704144477844,21.3846378326416,0.06227346509695053,3.2407783e-07,0.04684126377105713,0.06081816181540489,0.9314609169960022,21.370258331298828,0.06448046118021011,0.047167547047138214,0.06302643567323685
39,0.9326678514480591,21.38495445251465,0.0622711256146431,3.2407783e-07,0.04684039205312729,0.06081586703658104,0.9314478635787964,21.368175506591797,0.06410149484872818,0.04716503247618675,0.062647245824337
