epoch,accuracy,loss,lr,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9167793393135071,0.08005493879318237,0.00047437553,0.06783856451511383,0.08005493879318237,0.9217057824134827,0.07203858345746994,0.06176295503973961,0.07203858345746994
1,0.9280531406402588,0.06881598383188248,0.00047437553,0.058250781148672104,0.06881598383188248,0.9282187819480896,0.06832562386989594,0.056545037776231766,0.06832562386989594
2,0.9303946495056152,0.06618691980838776,0.00047437553,0.05416468530893326,0.06618691980838776,0.928512692451477,0.06718283146619797,0.05521443113684654,0.06718283146619797
3,0.9319345951080322,0.0647822692990303,0.00047437553,0.05262964218854904,0.0647822692990303,0.9284486770629883,0.06602583080530167,0.053576111793518066,0.06602583080530167
4,0.9327472448348999,0.06391535699367523,0.00047437553,0.05176825076341629,0.06391535699367523,0.9304335713386536,0.06530468165874481,0.05224892124533653,0.06530468165874481
5,0.9334026575088501,0.06322163343429565,0.00047437553,0.05109900236129761,0.06322163343429565,0.9307205080986023,0.06509117782115936,0.051756154745817184,0.06509117782115936
6,0.9339010119438171,0.06266948580741882,0.00047437553,0.05059701204299927,0.06266948580741882,0.9319543838500977,0.0644155740737915,0.05100805312395096,0.0644155740737915
7,0.9385796785354614,0.05870911106467247,9.4875104e-05,0.046970024704933167,0.05870911106467247,0.9359138607978821,0.06114087998867035,0.04798188433051109,0.06114087998867035
8,0.938972532749176,0.0580756850540638,9.4875104e-05,0.04673498868942261,0.0580756850540638,0.9361401796340942,0.060739003121852875,0.04779201000928879,0.060739003121852875
9,0.9391667246818542,0.057714734226465225,9.4875104e-05,0.04658878967165947,0.057714734226465225,0.9362596869468689,0.06048206612467766,0.04765043407678604,0.06048206612467766
10,0.9393061995506287,0.057434551417827606,9.4875104e-05,0.04647737741470337,0.057434551417827606,0.9363173842430115,0.06027849763631821,0.04752000793814659,0.06027849763631821
11,0.939410924911499,0.05719828978180885,9.4875104e-05,0.04638432338833809,0.05719828978180885,0.9363721609115601,0.06013517454266548,0.047405946999788284,0.06013517454266548
12,0.9395028948783875,0.05699150636792183,9.4875104e-05,0.0463043674826622,0.05699150636792183,0.9363828301429749,0.060061510652303696,0.04730920493602753,0.060061510652303696
13,0.9395868182182312,0.056807078421115875,9.4875104e-05,0.04623400419950485,0.056807078421115875,0.9364050626754761,0.060031354427337646,0.047216277569532394,0.060031354427337646
14,0.940742552280426,0.055634755641222,1.897502e-05,0.04532572254538536,0.0556347481906414,0.9371497631072998,0.0588800348341465,0.04614005237817764,0.0588800348341465
15,0.940840482711792,0.05545220151543617,1.897502e-05,0.045269884169101715,0.05545220151543617,0.9372378587722778,0.0587957426905632,0.04611784592270851,0.0587957426905632
16,0.9408920407295227,0.05534493923187256,1.897502e-05,0.0452403724193573,0.05534493923187256,0.9373089075088501,0.0587347038090229,0.04609313979744911,0.0587347038090229
17,0.940936803817749,0.05525413900613785,1.897502e-05,0.04521297290921211,0.05525413900613785,0.9373867511749268,0.058682914823293686,0.04606688395142555,0.058682914823293686
18,0.9409788250923157,0.05517153441905975,1.897502e-05,0.04518638178706169,0.05517153441905975,0.9374592900276184,0.058637186884880066,0.046033866703510284,0.058637186884880066
19,0.9410189986228943,0.05509457364678383,1.897502e-05,0.0451606847345829,0.05509457364678383,0.9375355243682861,0.058597125113010406,0.0460008904337883,0.058597125113010406
20,0.9410496950149536,0.05502166599035263,1.897502e-05,0.04513588547706604,0.05502166599035263,0.9375899434089661,0.05855946987867355,0.04596782475709915,0.05855946987867355
21,0.9410753846168518,0.05476377159357071,3.7950042e-06,0.044999975711107254,0.05476377159357071,0.9382416009902954,0.05802624672651291,0.04575970768928528,0.05802624672651291
22,0.9411338567733765,0.054709818214178085,3.7950042e-06,0.044968992471694946,0.054709818214178085,0.9382790327072144,0.05799805000424385,0.045746974647045135,0.05799805000424385
23,0.941155195236206,0.05468433350324631,3.7950042e-06,0.04496162012219429,0.05468433350324631,0.9383010268211365,0.05797924846410751,0.045739565044641495,0.05797924846410751
24,0.9411680102348328,0.05466252192854881,3.7950042e-06,0.04495552182197571,0.05466252192854881,0.9383218288421631,0.057963136583566666,0.04573281481862068,0.057963136583566666
25,0.941177248954773,0.054642222821712494,3.7950042e-06,0.04494968429207802,0.054642222821712494,0.9383322596549988,0.05794825777411461,0.0457262247800827,0.05794825777411461
26,0.9411904215812683,0.0546225868165493,3.7950042e-06,0.04494379460811615,0.0546225868165493,0.9383509159088135,0.057934362441301346,0.04571954905986786,0.057934362441301346
27,0.9412011504173279,0.05460368096828461,3.7950042e-06,0.04493797570466995,0.05460368096828461,0.938366711139679,0.05792110785841942,0.04571298882365227,0.05792110785841942
28,0.9409379363059998,0.05460194870829582,7.5900084e-07,0.04497522488236427,0.05460194870829582,0.9384786486625671,0.05775168538093567,0.04557974264025688,0.05775168538093567
29,0.940967321395874,0.05458233878016472,7.5900084e-07,0.04495500773191452,0.05458233878016472,0.9385175704956055,0.057739339768886566,0.045570772141218185,0.057739339768886566
30,0.9409776926040649,0.054575204849243164,7.5900084e-07,0.04495083913207054,0.054575204849243164,0.9385386109352112,0.05773270130157471,0.04556573927402496,0.05773270130157471
