epoch,accuracy,loss,lr,mae,mse,val_accuracy,val_loss,val_mae,val_mse
0,0.9152822494506836,0.08200782537460327,0.00033597808,0.07031264156103134,0.08200782537460327,0.9260401129722595,0.07294471561908722,0.06395938247442245,0.07294471561908722
1,0.9277645945549011,0.069480299949646,0.00033597808,0.06119851395487785,0.069480299949646,0.9293289184570312,0.06859344989061356,0.05966773256659508,0.06859344244003296
2,0.9307090044021606,0.06617869436740875,0.00033597808,0.0569123700261116,0.06617869436740875,0.9308473467826843,0.0661444142460823,0.055803943425416946,0.0661444142460823
3,0.9323225617408752,0.06434942781925201,0.00033597808,0.05368172749876976,0.06434942781925201,0.9321600794792175,0.0645362064242363,0.052538782358169556,0.0645362138748169
4,0.9333198666572571,0.0632551908493042,0.00033597808,0.05227430909872055,0.0632551908493042,0.9323815107345581,0.06383328139781952,0.05209997296333313,0.06383328139781952
5,0.9342393279075623,0.06240309774875641,0.00033597808,0.05146956071257591,0.06240309774875641,0.9320915937423706,0.06319209188222885,0.05181310698390007,0.06319209188222885
6,0.9349586367607117,0.061690762639045715,0.00033597808,0.05087844282388687,0.061690762639045715,0.9334742426872253,0.06276901811361313,0.05152754485607147,0.06276901811361313
7,0.9390551447868347,0.058023758232593536,6.7195615e-05,0.04753972217440605,0.05802376568317413,0.9367757439613342,0.06077732890844345,0.04843983054161072,0.06077732890844345
8,0.9395579695701599,0.057352930307388306,6.7195615e-05,0.04728926345705986,0.057352930307388306,0.9372549653053284,0.0603317990899086,0.04817134514451027,0.0603317990899086
9,0.9398180246353149,0.05696674436330795,6.7195615e-05,0.04711317643523216,0.05696674436330795,0.9374355673789978,0.06007871776819229,0.04800429567694664,0.06007871776819229
10,0.9400138854980469,0.05666592717170715,6.7195615e-05,0.04697012901306152,0.05666592717170715,0.9376111626625061,0.05986002832651138,0.047878798097372055,0.05986002832651138
11,0.940166175365448,0.056410640478134155,6.7195615e-05,0.04684649035334587,0.056410640478134155,0.9376966953277588,0.05965600162744522,0.047771155834198,0.05965600535273552
12,0.9402843117713928,0.05618468299508095,6.7195615e-05,0.04673748463392258,0.05618468299508095,0.9376928210258484,0.059486135840415955,0.04768082872033119,0.059486135840415955
13,0.9403885006904602,0.05597930774092674,6.7195615e-05,0.0466383658349514,0.05597930774092674,0.9376655220985413,0.05932467430830002,0.047616083174943924,0.05932467430830002
14,0.9413141012191772,0.054934870451688766,1.3439123e-05,0.04590126499533653,0.054934870451688766,0.9384177923202515,0.057649701833724976,0.0467853918671608,0.057649701833724976
15,0.941403865814209,0.054767269641160965,1.3439123e-05,0.045850250869989395,0.054767269641160965,0.9385382533073425,0.05748472362756729,0.04670514538884163,0.05748472362756729
16,0.9414594173431396,0.05466378480195999,1.3439123e-05,0.04581773281097412,0.05466378480195999,0.9385868310928345,0.0573904924094677,0.04665122926235199,0.0573904924094677
17,0.9415073990821838,0.054576143622398376,1.3439123e-05,0.04578632861375809,0.054576143622398376,0.9386133551597595,0.05732904002070427,0.04661717638373375,0.05732904002070427
18,0.9415549039840698,0.05449650436639786,1.3439123e-05,0.04575541242957115,0.05449650436639786,0.9386389255523682,0.057273272424936295,0.046588510274887085,0.057273272424936295
19,0.9415958523750305,0.05442227050662041,1.3439123e-05,0.04572490230202675,0.05442227050662041,0.9386574625968933,0.057217635214328766,0.04656326770782471,0.057217635214328766
20,0.9416363835334778,0.05435175448656082,1.3439123e-05,0.04569496959447861,0.05435175448656082,0.9386802911758423,0.0571657195687294,0.04653770104050636,0.0571657195687294
21,0.9416100978851318,0.054131921380758286,2.6878245e-06,0.04560327157378197,0.054131921380758286,0.939250111579895,0.05680418014526367,0.0463816374540329,0.05680418014526367
22,0.9416492581367493,0.05408824235200882,2.6878245e-06,0.04557199031114578,0.05408824235200882,0.9392669200897217,0.056774452328681946,0.04636619985103607,0.056774452328681946
23,0.9416667222976685,0.054065875709056854,2.6878245e-06,0.04556340351700783,0.054065875709056854,0.9392812252044678,0.05675404891371727,0.04635624587535858,0.05675404891371727
24,0.9416800737380981,0.05404632166028023,2.6878245e-06,0.045556213706731796,0.05404632166028023,0.939293622970581,0.0567365363240242,0.04634745046496391,0.0567365363240242
25,0.9416906237602234,0.054027948528528214,2.6878245e-06,0.04554907605051994,0.054027948528528214,0.9393036961555481,0.05672032758593559,0.04633888229727745,0.05672032758593559
26,0.9417067170143127,0.05401021987199783,2.6878245e-06,0.045542001724243164,0.05401021987199783,0.9393121600151062,0.056704986840486526,0.04633050784468651,0.056704986840486526
27,0.9417160749435425,0.053993109613657,2.6878245e-06,0.0455348938703537,0.053993109613657,0.9393240809440613,0.05669030174612999,0.04632264003157616,0.05669030174612999
